ticks, muscleMass, averageAnabolic, averageCatabolic 
269,2093.60529427531,56.49859034965105,47.83456583983412 
270,2095.7110460832237,52.452866278112175,47.14075921974012 
271,2099.2048142290632,69.4589175410585,59.37198045027822 
272,2103.0597499244745,64.83808442671454,54.37969161193495 
273,2106.9707184168446,60.31374750765112,50.08366809150945 
274,2110.11285622316,55.910870863406736,47.81060619764878 
275,2111.9638703390156,52.010916690239746,47.180300477463 
276,2115.2988298265786,70.06905406260024,60.26367751528403 
277,2118.998240914342,65.44250507302978,55.26341370291928 
278,2122.8531134998634,60.91198535607602,50.72666101928242 
279,2126.1260432337413,56.49372045759195,48.04155478162346 
280,2128.1103120329535,52.42668830229808,47.22599057259324 
281,2131.5255676425795,70.56196800841919,60.34619873340768 
282,2135.3252531833505,65.93421155902145,55.3182901542983 
283,2139.2842438987855,61.40230644831654,50.72717701970576 
284,2142.4807752804504,57.01216428035589,48.13256506123826 
285,2144.591455317996,53.085498545391616,47.29729239041459 
286,2148.1291879150294,72.37331539781971,61.35157303004442 
287,2151.9681027926927,67.71796780472101,56.33020881456598 
288,2155.9896256237466,63.156281065846244,51.67696855822806 
289,2159.7135092652047,58.7063873504501,48.505345130372234 
290,2162.306659012787,54.50133346723868,47.61705954109389 
291,2166.1769741732223,73.62396447782069,61.55555978778505 
292,2170.3667210499702,68.95275431122025,56.526575318089606 
293,2174.725770378634,64.37391214380327,51.816310614425944 
294,2178.6975596944767,59.90942005410899,48.59753587587566 
295,2181.7005274955404,55.67571475199548,47.664884986499814 
296,2185.762420799673,72.72063468941684,59.98317747068697 
297,2190.09206239974,68.07885012592726,55.06273553386273 
298,2194.3322543392346,63.53097276235966,50.808137802392 
299,2197.9246908041428,59.15388544603637,48.37597504256906 
300,2200.5431294753625,55.156263732949654,47.52067119906745 
301,2204.401975886979,73.61495898003878,60.94622605911519 
302,2208.5689724818326,68.96062431664193,55.96871930546814 
303,2212.838774722231,64.39787468013574,51.49954836492667 
304,2216.652384951626,59.93515997608164,48.396827615567915 
305,2219.437682130941,55.70804988091646,47.254446606793046 
306,2223.488238947407,75.62609389903548,61.84854496668814 
307,2227.8063683857317,70.93610259381317,56.80092029164022 
308,2232.349063771314,66.33660285295679,51.99696818115193 
309,2236.761989002216,61.83570351118026,48.429358988353705 
310,2240.2184689563965,57.438659759292584,47.3528597753604 
311,2244.752763122668,78.77887193498802,63.101888068798274 
312,2249.5292506198357,74.03764233343648,58.03211511539223 
313,2254.451038474072,69.3845559876413,53.13003037358618 
314,2259.2323817511055,64.8272700445923,49.094055076291845 
315,2263.454212983927,60.370713987257595,47.592854459901176 
316,2268.4054987289687,79.94640626905192,61.98453042582628 
317,2273.450699854527,75.19627768525308,56.9610999715272 
318,2278.434209409625,70.53304003270446,52.32297831313504 
319,2283.1454173840593,65.9639837488199,48.83311840124762 
320,2287.4253275307956,61.497331366674686,47.321059008062775 
321,2292.4050976950252,80.34186235403025,61.149617576889945 
322,2297.445759402198,75.59751314488398,56.15481684361197 
323,2302.4257614122653,70.94029540580257,51.560227428396246 
324,2307.1550469578997,66.3771060053708,48.60242448968486 
325,2311.3954354926536,61.91259862932653,47.59875106130221 
326,2316.36751030273,81.39250258501731,61.92518841055236 
327,2321.431915237344,76.64529978619215,56.92602328898429 
328,2326.4171200365163,71.98381203507648,52.312387837448284 
329,2331.129640351217,67.4151867441916,49.13299566601226 
330,2335.3444934359077,62.9440575321781,47.898934268491956 
331,2340.2825383940894,82.70350718158409,62.46431879055612 
332,2345.2862081089324,77.94647932832697,57.49310974554311 
333,2350.189356497154,73.27432239269804,52.8799737968218 
334,2354.7984983394867,68.69383930658445,49.312795643383794 
335,2358.873042406623,64.21109100540762,47.787779684924814 
336,2363.7888059217976,86.93845609174451,64.72052353433737 
337,2368.812492459262,82.11614259612139,59.65478520695485 
338,2373.843997645848,77.37611269165792,54.72807860955525 
339,2378.7779341562145,72.72484757145222,50.435574236869584 
340,2383.386552155587,68.16654429240732,48.15841213354925 
341,2388.512244519638,86.0866029976739,61.31967348037736 
342,2393.61845359517,81.29300724690559,56.38561619038243 
343,2398.606334982312,76.58095650688107,51.894808919234535 
344,2403.408805210299,71.9572293915152,48.880843121908605 
345,2407.8997960487627,67.42627381245974,47.73983120962636 
346,2412.9934893625655,87.65722323121926,62.73584717132006 
347,2418.1133161500425,82.84627807380402,57.75949421723541 
348,2423.1298424595107,78.11637822559545,53.10284163642754 
349,2427.9407598045436,73.47384544813998,49.23644115169318 
350,2432.482512961955,68.92286504020034,47.57539417629252 
351,2437.565725022857,87.68765016735857,61.47813598930266 
352,2442.6324343070673,82.88488348741471,56.59466126408554 
353,2447.56526888999,78.16267351422599,52.00183976342296 
354,2452.3075162184678,73.52810801512915,48.51803942355891 
355,2456.8346370093327,69.01264748612374,47.448132417625416 
356,2461.8852734501584,87.76362592760846,61.33593996172694 
357,2466.9194174565514,82.96859478782605,56.48134126419845 
358,2471.858013836293,78.2545647491839,52.02727200608801 
359,2476.6623975275597,73.6274636505976,48.93670807031851 
360,2481.328967740195,69.10914023797011,47.97282893483561 
361,2486.444719481369,89.58737085650151,63.206473725356325 
362,2491.5044496349437,84.77868078637951,58.27903189030184 
363,2496.4546860442483,80.05627616758731,53.610887658429014 
364,2501.275011040549,75.43329518210194,50.00706177757904 
365,2505.952938098601,70.91753501765326,48.22142196205028 
366,2511.106060072439,92.22948603573052,64.11073957085354 
367,2516.2217044402246,87.37674321930895,59.107424749577014 
368,2521.2757422914547,82.6017915502502,54.29776192412923 
369,2526.2304907166576,77.91031352424226,50.24869034377033 
370,2531.06927428229,73.30607468086323,47.69637614296886 
371,2536.326159647857,95.31042053400853,64.18008812173738 
372,2541.510625738222,90.42563544095971,59.20751792132819 
373,2546.5934055588214,85.6169912938246,54.506778535641374 
374,2551.5373551204207,80.89007835404699,50.74518633465779 
375,2556.343865603964,76.24839048486548,48.38755884357428 
376,2561.5925381703696,97.94973185768886,64.64577122635166 
377,2566.784508765416,93.03202816515731,59.6457638384913 
378,2571.8872920744648,88.18918928981508,54.81345584483142 
379,2576.871452495206,83.42630936173813,50.5388484390124 
380,2581.758712735631,78.7467503394122,48.21923596985664 
381,2587.0164123040104,98.82024815587906,63.23152802343021 
382,2592.177313309698,93.90195062277857,58.311780594039405 
383,2597.222640534549,89.05772990997973,53.5842389584236 
384,2602.148435330337,84.2926448911504,49.775292858951914 
385,2606.9734691310123,79.61000742189836,48.11429549115224 
386,2612.2231091029967,102.02861413622324,65.00588063771652 
387,2617.406704455385,97.079147116303,60.05146403347934 
388,2622.496973407417,92.20112721452375,55.31558877890745 
389,2627.488450705095,87.39939455427262,51.282227823891574 
390,2632.393437026898,82.67734673892822,48.81194279559736 
391,2637.621186256544,101.93622160266997,63.195133428282496 
392,2642.7279409266043,96.99891536387554,58.26485467045015 
393,2647.727883471724,92.13283070164036,53.68890448351013 
394,2652.620289540909,87.34333372361174,49.956487937576064 
395,2657.4168281558514,82.63381535092404,48.097896713075826 
396,2662.6000665245256,102.97166415371365,63.35796989949033 
397,2667.7032502142824,98.02394909473281,58.42755616559734 
398,2672.701722807031,93.1474598687894,53.70786487424076 
399,2677.5854598826113,88.34714290032818,49.76620643247279 
400,2682.379286250331,83.62619218120379,48.04751431289302 
401,2687.5578253817275,103.88703281927522,63.262424493745115 
402,2692.6596174592137,98.93134991836435,58.34130368366029 
403,2697.6401046124433,94.04619124141912,53.58619680786361 
404,2702.519704642776,89.23648749818138,49.532617319153616 
405,2707.3426051699,84.50539423269069,47.88003427717498 
406,2712.50482398789,105.14826775229751,63.416103123410025 
407,2717.571084079597,100.18335534875159,58.49853492521261 
408,2722.533789358575,95.28833683629529,53.73992471701391 
409,2727.4088435360836,90.46804998218221,49.93686101042776 
410,2732.2506371604427,85.72554412554946,48.37262270359276 
411,2737.438348240434,107.52723649276422,64.87098644578894 
412,2742.5349749516063,102.54410246064602,60.00302951077951 
413,2747.5333110418865,97.62961035390074,55.315426323114984 
414,2752.43656447392,92.78853237075487,51.11010803406186 
415,2757.277357493183,88.02388188524542,48.657423372891834 
416,2762.4586804845594,109.68571162735661,65.02346602403173 
417,2767.5398603996323,104.67997943540402,60.07863876254369 
418,2772.5203869947063,99.74214834891204,55.28231732384981 
419,2777.4014984400915,94.87669799406582,50.90661126972914 
420,2782.2242184657857,90.0864772394738,48.36997346074739 
421,2787.4163072493247,113.38297658905434,66.08334569477881 
422,2792.517168186474,108.33573919833705,61.12768374055776 
423,2797.520128641184,103.35460283894088,56.35139331588879 
424,2802.428219007799,98.44385204195184,52.045407939167546 
425,2807.2598330613578,93.60621538235287,48.74587425302191 
426,2812.444406375917,115.65531931891974,65.47939981954681 
427,2817.537468609406,110.58709089319294,60.55943992874048 
428,2822.531729917898,105.5841423963611,55.8026523860012 
429,2827.4203543652498,100.65041539279014,51.413629412071366 
430,2832.238129455331,95.78852179127675,48.797913092294586 
431,2837.3743355652396,116.06654014774664,64.20529965095496 
432,2842.412055402612,111.00170637924472,59.336117139087506 
433,2847.341073109122,106.00174499815341,54.69522372981197 
434,2852.1766571362346,101.07066508219881,50.55292853325194 
435,2856.9663122907878,96.2111004255531,48.45618440858041 
436,2862.117715026717,118.77553202183027,65.75341992113346 
437,2867.177865826737,113.68315943222308,60.83602961507149 
438,2872.139452258591,108.65519684280434,56.05971895357486 
439,2876.9857980232014,103.69513663637187,51.678823612720855 
440,2881.769510960855,98.80532190150215,48.940982346740554 
441,2886.9055938347474,120.96694675951326,65.8722835685156 
442,2891.951399988526,115.8567122828297,60.962833594788655 
443,2896.900120880837,110.8092253277058,56.22061043418899 
444,2901.736300695482,105.82830470069364,51.87448235065322 
445,2906.502786799595,100.91638232286691,48.83193977958458 
446,2911.6560697832024,125.57333869749036,67.9058473188529 
447,2916.718403543519,120.41764503157492,62.943310583002436 
448,2921.6684609238287,115.32315024812303,58.11574368648678 
449,2926.499565575732,110.29334758178757,53.464668861179646 
450,2931.220869805306,105.33049624806193,49.78391359625385 
451,2936.2761760685,127.91570493904378,67.17158657178624 
452,2941.2320992447458,122.74048197253619,62.24084732993088 
453,2946.093278262151,117.62602746510629,57.449345905938685 
454,2950.8567595518502,112.57561600736584,52.88836645549617 
455,2955.5485648939,107.59137744156818,49.60303867484651 
456,2960.599428917346,130.95384676051665,67.86763267065886 
457,2965.5655692023565,125.75185898692101,62.91901910773227 
458,2970.4329440952138,120.60931681924008,58.10367529257791 
459,2975.190984448819,115.529448475098,53.48261646975837 
460,2979.8510152458393,110.51434568447107,49.830486770606605 
461,2984.8856513610367,134.63988860150724,68.68159963853414 
462,2989.836076732416,129.4017728094987,63.715266075922585 
463,2994.676111330211,124.22202816521352,58.85895384062109 
464,2999.3839422479323,119.10366516510067,54.133425226758185 
465,3003.9927644927034,114.04865383042892,50.02316278167947 
466,3008.917240776469,135.37506263887698,66.91524131207746 
467,3013.7396881620157,130.13167265434566,61.99793105550572 
468,3018.4678603665075,124.95161515639657,57.1929750069875 
469,3023.099343930875,119.8326669701412,52.58402489489259 
470,3027.6634489428175,114.77671219644215,49.41961277878166 
471,3032.590785036405,138.10707302030562,67.91044806280937 
472,3037.4226416300885,132.84442560786476,62.977256873296476 
473,3042.1537307859326,127.64123200536663,58.16449596243465 
474,3046.7901318551817,122.49803362125378,53.58602409401447 
475,3051.349988983838,117.41672244206836,50.02567368056414 
476,3056.228305684334,138.54719033246352,66.56000323290063 
477,3061.023389843826,133.28954431448057,61.6625623082351 
478,3065.7266495093186,128.08894157989448,56.88675372751268 
479,3070.3246702625497,122.94816266186017,52.34529952740017 
480,3074.8291762020094,117.86903599944368,49.1675852458189 
481,3079.6936963352982,142.0868810600187,68.42319262046851 
482,3084.4708190238675,136.79839705321993,63.48971823020416 
483,3089.1580916019684,131.5659444381194,58.66836665203343 
484,3093.7517838970484,126.39213980994643,54.04000411453898 
485,3098.258935178075,121.27874842424441,50.03853153882161 
486,3103.099487948351,142.95812117340716,67.29404707146026 
487,3107.8441865028276,137.66824763657587,62.39107564814382 
488,3112.492474833316,132.43405674539608,57.598469971990134 
489,3117.0362664612644,127.25816834981065,52.97323043961739 
490,3121.4794582779036,122.14230874157565,49.46185177015979 
491,3126.2315720918073,142.0202069874831,65.55999201850543 
492,3130.8899493361746,136.74278713728754,60.70653980944923 
493,3135.437801605542,131.52650225200847,55.97201259038699 
494,3139.8892594764825,126.36853313535102,51.61031727036868 
495,3144.2844789896653,121.27068925116761,48.88001102984751 
496,3149.0174843097584,144.18712551454234,67.53051247464549 
497,3153.641773371151,138.89875074720115,62.656512956076476 
498,3158.1810577301144,133.6668279579696,57.91520381225159 
499,3162.632397499431,128.49241513581228,53.40226150217447 
500,3167.006310031642,123.37731249004247,49.63003165234613 
501,3171.713718350574,147.24805342712577,68.84765645398889 
502,3176.341725505163,141.90854598532715,63.92742502660819 
503,3180.884343778664,136.6521885326137,59.11672246574411 
