,avg of sum,avg of ana,avg of cata
406,1981.144895,200,189.8431802
407,1982.596382,193.2010872,182.3580619
408,1984.198196,186.4601134,174.9428452
409,1985.960263,179.7786701,167.5998162
410,1987.893368,173.1584337,160.3313797
411,1989.313935,200,189.0119779
412,1990.879002,193.2058801,181.5382376
413,1992.598191,186.4697182,174.1346466
414,1994.481666,179.7931042,166.8035034
415,1996.540471,173.177713,159.5472263
416,1998.051969,200,188.3275495
417,1999.710955,193.2109768,180.8641212
418,2001.52723,186.4799156,173.4710372
419,2003.511152,179.8084046,166.1506055
420,2005.67398,173.1981164,158.9052548
421,2007.25729,200,187.788714
422,2008.990477,193.2163143,180.3344781
423,2010.883482,186.4905806,172.9507291
424,2012.946817,179.8243847,165.6397816
425,2015.191911,173.2193966,158.4040716
426,2016.828087,200,187.3929359
427,2018.615933,193.2218308,179.9467355
428,2020.565491,186.5015902,172.5711131
429,2022.687386,179.8408615,165.2683871
430,2024.993168,173.2413116,158.0409977
431,2026.663651,200,187.1364395
432,2028.48701,193.2274662,179.6970962
433,2030.473349,186.5128254,172.3283723
434,2032.633365,179.8576578,165.032587
435,2034.978688,173.2636271,157.8121817
436,2036.665497,200,187.0143337
437,2038.505817,193.2331629,179.5806632
438,2040.509779,186.5241719,172.2176055
439,2042.688112,179.8746041,164.9274782
440,2045.052479,173.2861197,157.7127211
441,2046.738385,200,187.0207433
442,2048.57789,193.2388664,179.5915691
443,2050.581117,186.5355221,172.2329561
444,2052.758788,179.8915406,164.9472177
445,2055.122559,173.3085784,157.7367895
446,2056.791234,200,187.1489428
447,2058.613079,193.2445258,179.7231097
448,2060.598174,186.5467752,172.3677441
449,2062.757198,179.9083178,165.0851529
450,2065.101765,173.3308065,157.8777649
451,2066.73791,200,187.3914907
452,2068.52631,193.250094,179.9678766
453,2070.476973,186.557838,172.6145974
454,2072.600503,179.9247982,165.3339514
455,2074.908432,173.3526232,158.1283586
456,2076.497877,200,187.7403611
457,2078.238216,193.255528,180.3178868
458,2080.139354,186.5686259,172.9655797
459,2082.211792,179.9408564,165.6857276
460,2084.466944,173.3738637,158.4807394
461,2085.996729,200,188.1870693
462,2087.675637,193.2607889,180.7647078
463,2089.513449,186.5790626,173.4123141
464,2091.520533,179.9563796,166.1321641
465,2093.708158,173.3943803,158.9266537
466,2095.166585,200,188.7227919
467,2096.771999,193.2658425,181.2995751
468,2098.534033,186.5890802,173.9460992
469,2100.462899,179.9712681,166.6646265
470,2102.569694,173.4140423,159.4575385
471,2103.946364,200,189.3384779
472,2105.46756,193.2706584,181.9135026
473,2107.142752,186.5986197,174.5580175
474,2108.981971,179.9854347,167.2742701
475,2110.996122,173.4327355,160.0646261
476,2112.281945,200,190.0249513
477,2113.709557,193.2752109,182.5973837
478,2115.288242,186.60763,175.2390355
479,2117.027836,179.9988046,167.9521383
480,2118.939031,173.4503626,160.7390412
481,2120.126231,200,190.7730043
482,2121.452242,193.279478,183.3420828
483,2122.926154,186.6160685,175.9800934
484,2124.557591,180.0113151,168.6892514
485,2126.357015,173.4668419,161.4718881
486,2127.439104,200,191.5734811
487,2128.656832,193.2834417,184.1385182
488,2130.019081,186.6239,176.7721875
489,2131.535254,180.022915,169.476687
490,2133.21557,173.4821071,162.2543298
491,2134.187319,200,192.417352
492,2135.291382,193.2870879,184.9777353
493,2136.536422,186.6310971,177.6064414
494,2137.931611,180.0335642,170.3056508
495,2139.486918,173.496106,163.077658
496,2140.344319,200,193.295779
497,2141.330589,193.2904058,185.8509709
498,2142.454171,186.6376389,178.47417
499,2143.724,180.0432327,171.1675392
500,2145.149783,173.5088004,163.933354
501,2145.889993,200,194.200172
502,2146.755547,193.2933879,186.7497089
503,2147.754663,186.6435111,179.3669344
504,2148.896037,180.0519,172.0539935
505,2150.189112,173.5201645,164.8131427
506,2150.810396,200,195.1222378
507,2151.553454,193.2960299,187.6657288
508,2152.426277,186.6487056,180.2765892
509,2153.437318,180.0595547,172.9569465
510,2154.595757,173.5301841,165.7090383
511,2155.097427,200,196.0540215
512,2155.717285,193.2983301,188.5911458
513,2156.463099,186.6532197,181.1953227
514,2157.343078,180.0661936,173.8686622
515,2158.366139,173.538856,166.6133834
516,2158.748486,200,196.9879408
517,2159.245451,193.3002895,189.5184457
518,2159.864578,186.6570557,182.1156909
519,2160.613839,180.0718211,174.7817694
520,2161.501887,173.546187,167.5188821
521,2161.766111,200,197.9168148
522,2162.141425,193.3019114,190.4405126
523,2162.635154,186.6602208,183.0306452
524,2163.255034,180.0764483,175.6892889
525,2164.009463,173.5521929,168.4186268
526,2164.157603,200,198.8338871
527,2164.413372,193.3032015,191.3506521
528,2164.78388,186.6627264,183.9335549
529,2165.276635,180.0800928,176.5846558
530,2165.899785,173.5568976,169.306121
531,2165.934649,200,199.7328441
532,2166.073769,193.304167,192.2426094
533,2166.324049,186.6645875,184.8182256
534,2166.692772,180.0827777,177.461738
535,2167.187846,173.5603327,170.1752964
536,2167.11294,200,200.6078296
537,2167.139026,193.3048172,193.1105832
538,2167.272808,186.6658228,185.678913
539,2167.521354,180.0845314,178.3148494
540,2167.892339,173.5625363,171.0205268
541,2167.711799,200,201.4534546
542,2167.629111,193.305163,193.9492365
543,2167.650789,186.6664541,186.5103329
544,2167.783697,180.0853868,179.1387604
545,2168.035285,173.5635528,171.8366385
546,2167.753806,200,202.2648047
547,2167.567181,193.3052164,194.7537031
548,2167.481742,186.666506,187.3076685
549,2167.50416,180.0853809,179.9287047
550,2167.641672,173.5634318,172.6189172
551,2167.264443,200,203.0374444
552,2166.979225,193.304991,195.5195922
553,2166.792179,186.6660055,188.0665748
554,2166.709791,180.0845545,180.6803838
555,2166.739098,173.5622278,173.3631121
556,2166.271739,200,203.7674187
557,2165.893714,193.3045014,196.2429899
558,2165.611024,186.6649817,188.7831797
559,2165.429981,180.0829514,181.3899688
560,2165.357436,173.5599995,174.0654377
561,2164.805935,200,204.4512521
562,2164.341268,193.303763,196.9204585
563,2163.969284,186.6634658,189.4540842
564,2163.696136,180.0806184,182.0540993
565,2163.5285,173.556809,174.7225737
566,2162.899155,200,205.0859464
567,2162.354325,193.3027923,197.5490342
568,2161.899724,186.6614906,190.0763589
569,2161.541355,180.0776045,182.6698816
570,2161.285734,173.5527221,175.3316622
571,2160.585092,200,205.6689756
572,2159.966838,193.3016064,198.1262218
573,2159.43656,186.6590903,190.6475403
574,2159.000126,180.0739611,183.2348838
575,2158.663904,173.5478069,175.8903033
576,2157.898709,200,206.1982799
577,2157.21397,193.3002229,198.6499892
578,2156.615162,186.6563001,191.1656239
579,2156.10803,180.069741,183.7471296
580,2155.698808,173.5421338,176.3965492
581,2154.875947,200,206.6722572
582,2154.131811,193.2986602,199.1187587
583,2153.47177,186.6531565,191.6290569
584,2152.901462,180.0649986,184.2050908
585,2152.426999,173.5357751,176.8488967
586,2151.553454,200,207.0897541
587,2150.757102,193.2969366,199.5313982
588,2150.043224,186.6496964,192.0367283
589,2149.417361,180.0597893,184.6076778
590,2148.885521,173.5288044,177.2462774
591,2147.968317,200,207.4500543
592,2147.126976,193.2950712,199.8872097
593,2146.366703,186.6459574,192.3879581
594,2145.692955,180.0541693,184.9542288
595,2145.111649,173.5212962,177.5880475
596,2144.15781,200,207.7528665
597,2143.278708,193.2930829,200.1859169
598,2142.479481,186.6419775,192.6824852
599,2141.765515,180.048195,185.2444972
600,2141.142653,173.5133258,177.873975
601,2140.159159,200,207.99831
602,2139.249474,193.2909908,200.4276513
603,2138.418686,186.6377945,192.920453
604,2137.672122,180.0419233,185.4786383
605,2137.015561,173.5049685,178.1042265
606,2136.009304,200,208.1868996
607,2135.076129,193.288814,200.612937
608,2134.221081,186.6334465,193.1023945
609,2133.449443,180.0354108,185.6571937
610,2132.766945,173.4962991,178.2793519
611,2131.744692,200,208.3195284
612,2130.794987,193.2865713,200.7426737
613,2129.922848,186.6289711,193.2292156
614,2129.133522,180.0287135,185.7810746
615,2128.432707,173.4873922,178.4002675
616,2127.401059,200,208.3974499
617,2126.441619,193.2842815,200.8181186
618,2125.559382,186.6244054,193.3021765
619,2124.759579,180.021887,185.8515443
620,2124.047883,173.4783212,178.4682386
621,2123.013243,200,208.4222582
622,2122.050654,193.281963,200.8408667
623,2121.165105,186.6197859,193.3228728
624,2120.361817,180.0149856,185.8701979
625,2119.646455,173.4691581,178.4848594
626,2118.614993,200,208.3958669
627,2117.655604,193.2796336,200.8128301
628,2116.773282,186.6151484,193.2932141
629,2115.97325,180.0080623,185.8389421
630,2115.261176,173.459973,178.4520332
631,2114.238795,200,208.3204866
632,2113.288684,193.2773109,200.7362151
633,2112.415849,186.6105273,193.215402
634,2111.625526,180.0011686,185.7599728
635,2110.9234,173.450834,178.3719491
636,2109.915713,200,208.1986015
637,2108.980656,193.2750117,200.6134992
638,2108.123259,186.6059561,193.0919065
639,2107.348781,179.9943541,185.6357517
640,2106.662935,173.4418067,178.2470598
641,2105.675233,200,208.0329442
642,2104.760678,193.272752,200.4474061
643,2103.924331,186.6014666,192.9254412
644,2103.171488,179.9876663,185.4689817
645,2102.507895,173.4329536,178.0800563
646,2101.545126,200,207.8264698
647,2100.656166,193.2705471,200.2408793
648,2099.846119,186.5970891,192.7189375
649,2099.120324,179.9811501,185.2625807
650,2098.484576,173.4243341,177.8738424
651,2097.551318,200,207.5823288
652,2096.692672,193.2684115,199.9970557
653,2095.913787,186.5928523,192.4755176
654,2095.220057,179.9748479,185.0196556
655,2094.617334,173.4160042,177.6315083
656,2093.717782,200,207.303839
657,2092.893769,193.2663587,199.7192375
658,2092.150502,186.5887828,192.198467
659,2091.493434,179.9687992,184.743474
660,2090.928484,173.4080156,177.3563027
661,2090.066429,200,206.9944567
662,2089.280957,193.2644012,199.4108632
663,2088.577338,186.5849051,191.8912055
664,2087.961092,179.9630404,184.4374359
665,2087.438212,173.4004163,177.0516047
666,2086.61703,200,206.6577477
667,2085.873578,193.2625501,199.075479
668,2085.213195,186.5812415,191.5572588
669,2084.641478,179.9576043,184.1050454
670,2084.1645,173.3932495,176.7208955
671,2083.387138,200,206.2973573
672,2082.688745,193.2608158,198.7167091
673,2082.074736,186.5778121,191.2002287
674,2081.550789,179.9525207,183.7498806
675,2081.123065,173.386554,176.3677286
676,2080.392035,200,205.9169804
677,2079.741293,193.2592071,198.3382258
678,2079.176336,186.5746345,190.8237636
679,2078.702926,179.9478153,183.3755652
680,2078.327318,173.3803636,175.9957015
681,2077.644692,200,205.5203324
682,2077.043742,193.2577318,197.9437202
683,2076.530048,186.5717237,190.4315295
684,2076.109461,179.9435103,182.9857386
685,2075.788337,173.3747072,175.6084259
686,2075.155745,200,205.1111189
687,2074.606272,193.2563963,197.5368728
688,2074.145583,186.5690923,190.0271806
689,2073.779625,179.939624,182.5840276
690,2073.514856,173.3696084,175.2094998
691,2072.933488,200,204.6930076
692,2072.436723,193.2552057,197.1213251
693,2072.030316,186.5667501,189.6143311
694,2071.720311,179.9361707,182.174018
695,2071.513271,173.3650859,174.8024794
696,2070.983881,200,204.2696001
697,2070.540608,193.2541636,196.7006518
